date,portfolio_value,portfolio_return,w_SGOV,w_BLOK,w_FNDA,w_PAVE,w_PICK,w_SMIN,w_QCLN,w_KCE,w_XLF,w_LIT,w_EWW,w_AVDV,w_INDA,w_SPYD,w_CIBR,w_AVUS,w_VNQ,w_XLY,w_DIV,w_KSA,w_MLPA,w_MGC,w_VUG,w_XLE,w_AMLP,w_UAE,w_XLP,w_IXC,w_EWI,w_FEZ,w_IBB,w_XBI,w_EWQ,w_XHB,w_ECH,w_EWP,w_EWG,w_EPOL,w_IGV,w_URA,w_XLC,w_XLK,w_IXN,w_JEPQ,w_ARKF,w_TMFC,w_QQQM,w_QTEC,w_FDN,w_SMH,w_XME,w_KIE,w_EIS,w_ARKQ,w_EWS,w_ARKW,w_SLV,w_GLDM,w_GDX,w_ARKK,w_EWY,w_EZA,w_SLVP,drawdown
2021-11-03,1.0327744173163258,0.010035869572246092,0.0,,0.2,,0.2,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-11-04,1.0251108324770488,-0.007420386011488223,0.0,,0.2,,0.2,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0074203860114882
2021-11-05,1.0335324139703235,0.008215288753631445,0.0,,0.2,,0.2,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-11-08,1.0403238368561747,0.006571078752878168,0.0,,0.2,,0.2,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-11-09,1.0366234388527882,-0.0035569674290738098,0.0,,0.2,,0.2,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003556967429073854
2021-11-10,1.0243597817363264,-0.011830387638189733,0.0,,0.2,,0.2,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01534527476376124
2021-11-11,1.0403016463088652,0.015562759156277074,0.0,,0.2,,0.2,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1330422819598738e-05
2021-11-12,1.04268053165397,0.002286726502399961,0.0,,0.2,,0.2,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-11-15,1.0404842734043545,-0.002006558435567163,0.0,,0.2,,,0.2,,0.2,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0021063577797234556
2021-11-16,1.0402585466473786,-0.00021694393922675462,0.0,,0.2,,,0.2,,0.2,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002322844757396081
2021-11-17,1.0331034195541755,-0.006878219954321141,0.0,,0.2,,,0.2,,0.2,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00918508767455617
2021-11-18,1.026503861705129,-0.00638809021839697,0.0,,0.2,,,0.2,,0.2,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015514502724224166
2021-11-19,1.0176838169205473,-0.008592315249482585,0.0,,0.2,,,0.2,,0.2,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02397351247536117
2021-11-22,1.0100878097086015,-0.007265468031891276,0.0,,,,,0.2,,0.2,,0.2,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031258588758406924
2021-11-23,1.0107278096568042,0.0006336082289593699,0.0,,,,,0.2,,0.2,,0.2,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030644786228510745
2021-11-24,1.0114601168508632,0.0007245345255788346,0.0,,,,,0.2,,0.2,,0.2,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029942454908583382
2021-11-26,0.9851854995778087,-0.02597691874876831,0.0,,,,,0.2,,0.2,,0.2,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05514156093905276
2021-11-29,0.9882732876012089,0.0034352505009646933,0.0,,0.2,,,0.2,,0.2,0.2,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.052180166792273996
2021-11-30,0.9727107486955118,-0.01574720181243723,0.0,,0.2,,,0.2,,0.2,0.2,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0671056769876267
2021-12-01,0.9607828321635647,-0.012262552406194116,0.0,,0.2,,,0.2,,0.2,0.2,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07854534251300693
2021-12-02,0.9856508937620225,0.025883124433497565,0.0,,0.2,,,0.2,,0.2,0.2,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05469521695344526
2021-12-03,0.9740752091998318,-0.011744203384231435,0.0,,0.2,,,0.2,,0.2,0.2,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06579706858563072
2021-12-06,0.9858038548353822,0.01204080087941566,0.0,,0.2,,,0.2,,0.2,0.2,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05454851710750386
2021-12-07,1.0006340929226922,0.015043802085544167,0.0,,0.2,,,0.2,,0.2,0.2,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04032533211738487
2021-12-08,1.0043706869824587,0.0037342262133527983,0.0,,0.2,,,0.2,,0.2,0.2,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03674168981628689
2021-12-09,0.995621296000894,-0.008711316543746885,0.0,,0.2,,,0.2,,0.2,0.2,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04513293786969197
2021-12-10,0.9984963235603234,0.002887671819573812,0.0,,0.2,,,0.2,,0.2,0.2,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.042375595162938984
2021-12-13,0.9875111491892027,-0.010902807675130102,0.0,,,,,0.2,,0.2,0.2,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05291110823490097
2021-12-14,0.9856217806270557,-0.0019132630185474842,0.0,,,,,0.2,,0.2,0.2,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.054723138386792214
2021-12-15,0.992816437155156,0.0072996119500555075,0.0,,,,,0.2,,0.2,0.2,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.047822984111649425
2021-12-16,0.9883237500455697,-0.004525194125975251,0.0,,,,,0.2,,0.2,0.2,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.052131769950836127
2021-12-17,0.9774782604042782,-0.010973620375703243,0.0,,,,,0.2,,0.2,0.2,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06253331607358548
2021-12-20,0.9603931870410781,-0.01747872464819196,0.0,,,,,0.2,,0.2,0.2,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07891903810878886
2021-12-21,0.9796677484624825,0.02006944830667563,0.0,,,,,0.2,,0.2,0.2,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.060433451357850165
2021-12-22,0.9917657730840448,0.012349109828867368,0.0,,,,,0.2,,0.2,0.2,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04883064085713851
2021-12-23,0.9999897212928983,0.008292228298300586,0.0,,,,,0.2,,0.2,0.2,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04094332738077755
2021-12-27,1.011151809651128,0.011263329424188484,0.0,,,,,0.2,,0.2,,,,,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030238142024987202
2021-12-28,1.0132703242403833,0.0020951498766404344,0.0,,,,,0.2,,0.2,,,,,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.028206345587880377
2021-12-29,1.0157986879067953,0.002495250878197175,0.0,,,,,0.2,,0.2,,,,,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025781476618282007
2021-12-30,1.0165057904504928,0.000696104998082392,0.0,,,,,0.2,,0.2,,,,,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025103318234931504
2021-12-31,1.0164327186295672,-7.188529727246703e-05,0.0,,,,,0.2,,0.2,,,,,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025173398972710093
2022-01-03,1.0248314584663178,0.00836379336883093,0.0,,,,,0.2,,0.2,,,,,,,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017118448696206823
2022-01-04,1.0263264657031848,0.0014587835146125275,0.0,,,,,0.2,,0.2,,,,,,,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015684637292348147
2022-01-05,1.0065134280564587,-0.019304810222496995,0.0,,,,,0.2,,0.2,,,,,,,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03468665856850761
2022-01-06,1.010261937607648,0.0037242519043462433,0.0,,,,,0.2,,0.2,,,,,,,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031091588518390556
2022-01-07,1.0092391117144235,-0.0010124363347258083,0.0,,,,,0.2,,0.2,,,,,,,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03207254659919612
2022-01-10,1.0108930981765654,0.0019394268182402641,0.0,,,,,0.2,,,0.2,,,,,,,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030486263541318115
2022-01-11,1.0257966276589803,0.014742933262970714,0.0,,,,,0.2,,,0.2,,,,,,,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01619278722717432
2022-01-12,1.0318841240926782,0.005934408702035166,0.0,,,,,0.2,,,0.2,,,,,,,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010354473142570209
2022-01-13,1.0258780543888195,-0.005820488525433554,0.0,,,,,0.2,,,0.2,,,,,,,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016114693575890682
2022-01-14,1.0254507229675776,-0.00041655186931208714,0.0,,,,,0.2,,,0.2,,,,,,,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01652453283947042
2022-01-18,1.0113394985795998,-0.013563709805906689,0.0,,,,,0.2,,,,,,,,,,,0.2,,,0.2,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030058135855528967
2022-01-19,1.0063456451285695,-0.004937860587907484,0.0,,,,,0.2,,,,,,,,,,,0.2,,,0.2,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03484757355904944
2022-01-20,0.9991776594984193,-0.007122786951827421,0.0,,,,,0.2,,,,,,,,,,,0.2,,,0.2,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04172214866862767
2022-01-21,0.9821329242730363,-0.01705876333738221,0.0,,,,,0.2,,,,,,,,,,,0.2,,,0.2,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05806918374594472
2022-01-24,0.9708544733223384,-0.011285887011975014,0.0,,,,,0.2,,,0.2,,,,,0.2,,,0.2,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06888596856958307
2022-01-25,0.9786893335529653,0.008070066571167246,0.0,,,,,0.2,,,0.2,,,,,0.2,,,0.2,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.061371816350591635
2022-01-26,0.9722312696056827,-0.006598686351099392,0.0,,,,,0.2,,,0.2,,,,,0.2,,,0.2,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06756552933479631
2022-01-27,0.9676539638210204,-0.004708042137462543,0.0,,,,,0.2,,,0.2,,,,,0.2,,,0.2,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07195547011311065
2022-01-28,0.9828012719361933,0.015653641365101167,0.0,,,,,0.2,,,0.2,,,,,0.2,,,0.2,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0574281938714174
2022-01-31,0.995834975674183,0.01336312596444773,0.0,,,,,0.2,,,0.2,,,,,,,,0.2,,,0.2,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.044928004846774505
2022-02-01,1.0035221768076346,0.00771935242407733,0.0,,,,,0.2,,,0.2,,,,,,,,0.2,,,0.2,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03755546752582006
2022-02-02,1.0076257907022903,0.004089210970613411,0.0,,,,,0.2,,,0.2,,,,,,,,0.2,,,0.2,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03361982878501968
2022-02-03,0.9992819044909782,-0.008280739028619566,0.0,,,,,0.2,,,0.2,,,,,,,,0.2,,,0.2,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04162217078528352
2022-02-04,1.0029999644939205,0.0037207318437695765,0.0,,,,,0.2,,,0.2,,,,,,,,0.2,,,0.2,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0380563038777616
2022-02-07,1.0036243222985788,0.0008226548866704598,0.0,,,,,0.2,,,0.2,,,,,,,,,,,0.2,0.2,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03745750320420549
2022-02-08,1.0000270627166346,-0.003584269035753951,0.0,,,,,0.2,,,0.2,,,,,,,,,,,0.2,0.2,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.040907514471067774
2022-02-09,1.0056649794081127,0.0056377641182654425,0.0,,,,,0.2,,,0.2,,,,,,,,,,,0.2,0.2,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03550037727005484
2022-02-10,0.9939212143633973,-0.011677611615378392,0.0,,,,,0.2,,,0.2,,,,,,,,,,,0.2,0.2,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04676342926747412
2022-02-11,0.9991853336388034,0.005296314435523653,0.0,,,,,0.2,,,0.2,,,,,,,,,,,0.2,0.2,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04171478865743439
2022-02-14,0.989254414742702,-0.009740964070814685,0.0,,,,,,,,0.2,,,,,0.2,,,,,,0.2,0.2,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05123920058862119
2022-02-15,0.9961616476414289,0.0069822613837143615,0.0,,,,,,,,0.2,,,,,0.2,,,,,,0.2,0.2,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04461470469650919
2022-02-16,1.005820306869472,0.009695875414307898,0.0,,,,,,,,0.2,,,,,0.2,,,,,,0.2,0.2,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035351407900584664
2022-02-17,0.9902109114767357,-0.015519069645073304,0.0,,,,,,,,0.2,,,,,0.2,,,,,,0.2,0.2,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05032185658439747
2022-02-18,0.9884406889709715,-0.0017877226813469483,0.0,,,,,,,,0.2,,,,,0.2,,,,,,0.2,0.2,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05201961774136099
2022-02-22,0.980677746705345,-0.0077545013764836355,0.0,,,,,,,,0.2,,,,,,,,,,,0.2,0.2,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0594647958471729
2022-02-23,0.9770626268078357,-0.0036863484561105776,0.0,,,,,,,,0.2,,,,,,,,,,,0.2,0.2,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06293193634491934
2022-02-24,0.9661851395589822,-0.011132845480326493,0.0,,,,,,,,0.2,,,,,,,,,,,0.2,0.2,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07336417030214004
2022-02-25,0.9880274903082914,0.02260679641510448,0.0,,,,,,,,0.2,,,,,,,,,,,0.2,0.2,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.052415902749219145
2022-02-28,0.9969836207382037,0.009165573682563944,0.0,,,,,,,,,,,,,0.2,,,,,,0.2,0.2,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0438263778103527
2022-03-01,1.0000681324850702,0.0030938439536074783,0.0,,,,,,,,,,,,,0.2,,,,,,0.2,0.2,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0408681258307424
2022-03-02,1.0137743804296935,0.013705314167510307,0.0,,,,,,,,,,,,,0.2,,,,,,0.2,0.2,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.027722922167179642
2022-03-03,1.0159296655854617,0.002126000811792772,0.0,,,,,,,,,,,,,0.2,,,,,,0.2,0.2,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025655860310419554
2022-03-04,1.0148250503512188,-0.0010872949886804317,0.0,,,,,,,,,,,,,0.2,,,,,,0.2,0.2,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026715259810754288
2022-03-07,1.0082424866201,-0.006387041191760234,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033028376370700996
2022-03-08,1.0103611731509183,0.0021013660492733123,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03099641503019579
2022-03-09,1.0035949630245555,-0.006696823181814882,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03748566070128334
2022-03-10,1.0059363331753537,0.00233298316259174,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0352401309539464
2022-03-11,0.9900362447828558,-0.015806257183600757,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.050489373564505224
2022-03-14,0.9681978586007566,-0.02196036440874023,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0714338388337068
2022-03-15,0.955951496493893,-0.01264861515451199,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08317891485180184
2022-03-16,0.9702226382598411,0.014928729980851376,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06949194043087326
2022-03-17,0.9772559145594493,0.00724913645822849,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06274656053157512
2022-03-18,0.9749518345737346,-0.0023577038024409137,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06495632652966066
2022-03-21,0.9841364818395345,0.009521568581274153,0.0,,,,,,,,0.2,,,,,,,,,,,0.2,0.2,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056147638741819605
2022-03-22,0.9908656469176449,0.006837634009393013,0.0,,,,,,,,0.2,,,,,,,,,,,0.2,0.2,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04969392173663478
2022-03-23,0.9904962528615362,-0.0003727993368805693,0.0,,,,,,,,0.2,,,,,,,,,,,0.2,0.2,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05004819521244497
2022-03-24,1.0031178033566543,0.01274265345139316,0.0,,,,,,,,0.2,,,,,,,,,,,0.2,0.2,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03794328856851159
2022-03-25,1.011065384152904,0.007922878818076318,0.0,,,,,,,,0.2,,,,,,,,,,,0.2,0.2,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03032102982772289
2022-03-28,1.0035343026173014,-0.007349394198892356,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03754383806761241
2022-03-29,1.0103618500410287,0.006803501789545697,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030995765847546042
2022-03-30,1.0114281522324486,0.001055366640552258,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029973111104267702
2022-03-31,1.0033713320461843,-0.007965785971530548,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03770013768784075
2022-04-01,1.0084237684769164,0.005035460222317223,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03285451500922654
2022-04-04,1.0158850978604874,0.0074997518797546014,0.0,,,,,,,,,,,,,0.2,,,,,,0.2,0.2,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02569860372378663
2022-04-05,1.0099815640796945,-0.005811221951405755,0.0,,,,,,,,,,,,,0.2,,,,,,0.2,0.2,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03136048538511238
2022-04-06,1.0117655064452462,0.0017663118110252452,0.0,,,,,,,,,,,,,0.2,,,,,,0.2,0.2,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029649565969822378
2022-04-07,1.0151742789176204,0.0033691329173203277,0.0,,,,,,,,,,,,,0.2,,,,,,0.2,0.2,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02638032638119503
2022-04-08,1.0224854313189435,0.007201869228915259,0.0,,,,,,,,,,,,,0.2,,,,,,0.2,0.2,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019368444813093078
2022-04-11,1.014137023110798,-0.007966412019602576,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,0.2,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02737512370917139
2022-04-12,1.0252490679187158,0.010957143418186654,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,0.2,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016717933447556788
2022-04-13,1.0326024359782593,0.007172274805839041,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,0.2,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009665564254589198
2022-04-14,1.0307287071076272,-0.0018145694851640082,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,0.2,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011462594901799905
2022-04-18,1.0402584055852588,0.009245593347616566,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,0.2,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0023229800453539173
2022-04-19,1.0365047185426146,-0.0036084178916413246,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,0.2,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0059230156542376955
2022-04-20,1.0435330362513082,0.006780786988192223,0.0,,,,,,,,,,,,,,,,,,,0.2,0.2,,,0.2,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
